State,District,Block/Tehsil,Village,No. of Surface Flow Schemes Permanently not in use due to - Salinity,No. of Surface Flow Schemes Permanently not in use due to - Dried up,No. of Surface Flow Schemes Permanently not in use due to - Destroyed beyond repair,No. of Surface Flow Schemes Permanently not in use due to - Sinking,No. of Surface Flow Schemes Permanently not in use due to - Other reasons
TELENGANA,Warangal ,Atmakur ,Pulkurthi,0,0,0,0,3
TELENGANA,Karimnagar ,Kataram ,Pothulvai,0,0,0,0,1
TELENGANA,Nalgonda ,Nidamanur ,Venigandla,0,1,0,0,0
TELENGANA,Rangareddy ,Hayathnagar ,Inamguda,0,2,0,0,0
TELENGANA,Warangal ,Raghunathpalle ,Kanchanpalle,0,0,0,0,9
TELENGANA,Nalgonda ,M.Turkapalle ,Madha Puram,0,13,0,0,0
TELENGANA,Mahbubnagar ,Madgul ,Kulkulpalle,0,2,0,0,0
TELENGANA,Warangal ,Bachannapet ,Nagireddipalle,0,0,0,0,6
TELENGANA,Rangareddy ,Shamirpet ,Anantharam,0,3,0,0,0
TELENGANA,Warangal ,Ghanpur (Station) ,Nashkal,0,4,0,0,0
TELENGANA,Mahbubnagar ,Talakondapalle ,Garvipalle,0,0,0,0,2
TELENGANA,Nalgonda ,Chintha Palle ,Chinthapalle,0,13,0,0,0
TELENGANA,Mahbubnagar ,Talakondapalle ,Medakpalle,0,0,0,0,3
TELENGANA,Mahbubnagar ,Jadcherla ,Nekkonda,1,1,0,0,0
TELENGANA,Mahbubnagar ,Nawabpet ,Ammapur,0,1,0,0,0
TELENGANA,Mahbubnagar ,Kalwakurthy ,Bekkara,1,0,0,0,0
TELENGANA,Mahbubnagar ,Telkapalle ,Gaddampalle,0,0,0,0,2
TELENGANA,Warangal ,Devaruppula ,Neermiala,0,0,0,0,2
TELENGANA,Rangareddy ,Ibrahimpatnam ,Kappapahad,0,10,0,0,0
TELENGANA,Khammam ,Bayyaram ,Venkatapuram,1,0,0,0,0
TELENGANA,Karimnagar ,Elkathurthi ,Veeranarayanapur,4,0,0,0,0
TELENGANA,Mahbubnagar ,Madgul ,Dodlapahad,0,2,0,0,0
TELENGANA,Khammam ,Mudigonda ,Venkatapuram,0,0,0,0,1
TELENGANA,Nalgonda ,Valigonda ,Malle Palle,0,1,0,0,0
TELENGANA,Nalgonda ,Yadagirigutta ,Peddakandukur,0,1,0,0,0
TELENGANA,Rangareddy ,Medchal ,Muraharipalle,0,3,0,0,0
TELENGANA,Karimnagar ,Mallial ,Thatipalle,0,0,0,0,3
TELENGANA,Nalgonda ,Valigonda ,Poddatur,0,7,0,0,0
TELENGANA,Nalgonda ,Chintha Palle ,Mallareddipalle,0,1,0,0,0
TELENGANA,Rangareddy ,Uppal ,NACHARAM,0,1,0,0,0
TELENGANA,Rangareddy ,Qutubullapur ,Sambhupur,0,1,0,0,0
TELENGANA,Mahbubnagar ,Thimmajipet ,Vedirepalle,0,0,0,0,2
TELENGANA,Nalgonda ,Mothey ,Burkacharla,0,1,0,0,0
TELENGANA,Mahbubnagar ,Talakondapalle ,Salarpur,0,0,0,0,1
TELENGANA,Rangareddy ,Medchal ,Bandamadharam,0,5,0,0,0
TELENGANA,Nizamabad ,Navipet ,Shaikhapur,0,2,0,0,0
TELENGANA,Rangareddy ,Marpalle ,Sirpura,0,1,0,0,0
TELENGANA,Nalgonda ,Nuthankal ,Polumalla,0,2,0,0,0
TELENGANA,Nizamabad ,Mortad ,Sunkat,0,0,0,0,1
TELENGANA,Warangal ,Regonda ,Chennapur,0,0,0,0,1
TELENGANA,Rangareddy ,Saroornagar ,Jalpalle,0,2,0,0,0
TELENGANA,Mahbubnagar ,Narayanpet ,Chinnajatram,0,1,0,0,0
TELENGANA,Mahbubnagar ,Keshampet ,Lingamdana,0,0,0,0,4
TELENGANA,Karimnagar ,Jagtial ,Kannapur,0,0,0,0,2
TELENGANA,Rangareddy ,Medchal ,Seethariguda,0,1,0,0,0
TELENGANA,Warangal ,Eturnagaram ,Manasapalle,0,0,0,0,1
TELENGANA,Medak ,Ramayampet ,Akkannapet,0,0,0,6,0
TELENGANA,Mahbubnagar ,Keshampet ,Alwal,0,0,0,0,4
TELENGANA,Karimnagar ,Medipalle ,Lingampeta,0,0,0,0,1
TELENGANA,Nalgonda ,Valigonda ,Arrur,0,17,0,0,0
TELENGANA,Karimnagar ,Metpalle ,Vempet,0,0,0,0,4
TELENGANA,Nalgonda ,Thirumalgiri ,Gudepuri,0,1,0,0,0
TELENGANA,Rangareddy ,Bantwaram ,Kankanalapalle,0,2,0,0,0
TELENGANA,Medak ,Tupran ,Muppireddipalle,0,2,0,0,0
TELENGANA,Karimnagar ,Kataram ,Chinthakani,0,0,0,0,3
TELENGANA,Nizamabad ,Yellareddy ,Sivapur,0,1,0,0,0
TELENGANA,Rangareddy ,Medchal ,Gosaiguda,0,1,0,0,0
TELENGANA,Nalgonda ,Yadagirigutta ,Dathar Palle,0,1,0,0,0
TELENGANA,Karimnagar ,Kathlapur ,Thakkallapalle,0,0,0,0,3
TELENGANA,Mahbubnagar ,Jadcherla ,Aloor,1,3,0,0,0
TELENGANA,Mahbubnagar ,Dhanwada ,Kamsanpalle,0,1,0,0,0
TELENGANA,Karimnagar ,Choppadandi ,Arnakonda,0,1,3,0,0
TELENGANA,Nalgonda ,Marriguda ,Venkepalle,0,1,0,0,0
TELENGANA,Rangareddy ,Medchal ,Srirangavaram,0,8,0,0,0
TELENGANA,Rangareddy ,Balanagar ,ALLAPUR,0,1,0,0,0
TELENGANA,Nalgonda ,Valigonda ,Nagaram,0,4,0,0,0
TELENGANA,Rangareddy ,Maheswaram ,Nandipalle,0,3,0,0,0
TELENGANA,Adilabad ,Boath ,Nigini,0,1,0,0,0
TELENGANA,Karimnagar ,Julapalle ,Peddapur,0,1,0,0,1
TELENGANA,Medak ,Shankarampet (R) ,Gajgatlapalle,0,0,0,3,0
TELENGANA,Mahbubnagar ,Midjil ,Vaspula,0,0,0,0,7
TELENGANA,Medak ,Ramayampet ,Nizampet,0,0,0,6,0
TELENGANA,Medak ,Shankarampet (R) ,Madur,0,0,0,28,0
TELENGANA,Warangal ,Regonda ,Jaggaiahpet,0,0,0,0,1
TELENGANA,Mahbubnagar ,Kothakota ,Nirven,0,1,0,0,0
TELENGANA,Rangareddy ,Serilingampally ,Hafeezpet,0,4,0,0,0
TELENGANA,Medak ,Shankarampet (R) ,Jangrai,0,0,0,7,0
TELENGANA,Medak ,Shankarampet (R) ,Mirzapalle,0,0,0,3,0
TELENGANA,Nalgonda ,Marriguda ,Somrajguda,0,1,0,0,0
TELENGANA,Mahbubnagar ,Keshampet ,Eklaskhanpeta,0,0,0,0,2
TELENGANA,Rangareddy ,Uppal ,RAMANTHAPUR BAGATH,0,1,0,0,0
TELENGANA,Rangareddy ,Hayathnagar ,Qutubullapur,0,1,0,0,0
TELENGANA,Mahbubnagar ,Tadoor ,Gunthakoduru,3,0,0,0,0
TELENGANA,Rangareddy ,Medchal ,Gundlapochampalle,0,7,0,0,0
TELENGANA,Nalgonda ,Valigonda ,Pahilwanpur,0,3,0,0,0
TELENGANA,Nizamabad ,Navipet ,Yamcha,0,0,0,0,1
TELENGANA,Mahbubnagar ,Kalwakurthy ,Venkatapoor (Patti Mal,3,0,0,0,0
TELENGANA,Karimnagar ,Jammikunta ,Mallial,0,3,0,0,0
TELENGANA,Rangareddy ,Kandukur ,Kandukur,0,11,0,0,0
TELENGANA,Nalgonda ,Pochampalle ,Dharma Reddi Palle,0,1,0,0,0
TELENGANA,Rangareddy ,Shamirpet ,Jaggamguda,0,2,0,2,0
TELENGANA,Mahbubnagar ,Talakondapalle ,Nyamathapur,0,0,0,0,2
TELENGANA,Rangareddy ,Medchal ,Dabirpur,0,5,0,0,0
TELENGANA,Rangareddy ,Marpalle ,Kotmarpalle,0,1,0,0,0
TELENGANA,Warangal ,Ghanpur (Station) ,Namilligonda,0,0,0,0,1
TELENGANA,Rangareddy ,Saroornagar ,Almasguda,0,3,0,0,0
TELENGANA,Nizamabad ,Kamareddy ,Kamareddy (M),0,0,0,0,3
TELENGANA,Warangal ,Wardhannapet ,Punnole,0,0,0,0,5
TELENGANA,Rangareddy ,Ibrahimpatnam ,Rainguda,0,1,0,0,0
TELENGANA,Rangareddy ,Kandukur ,Rachloor,1,11,0,0,0
TELENGANA,Karimnagar ,Sircilla ,Sircilla  (R)(Part),0,0,0,0,1
TELENGANA,Nalgonda ,Kattangoor ,Parada,0,2,0,0,0
TELENGANA,Rangareddy ,Rajendranagar ,Shivarampally Paiga,0,2,0,0,0
TELENGANA,Rangareddy ,Rajendranagar ,Attapur,0,3,0,0,0
TELENGANA,Nalgonda ,Chintha Palle ,P.K. Mallepalle,0,3,0,0,0
TELENGANA,Mahbubnagar ,Amangal ,Cherikondapattipadkal,0,0,0,0,9
TELENGANA,Adilabad ,Kotapalle ,Jangaon,0,0,0,0,2
TELENGANA,Medak ,Jagdevpur ,Venkatapur (Bg),1,0,0,0,0
TELENGANA,Nalgonda ,Marriguda ,Namapur,0,4,0,0,0
TELENGANA,Nalgonda ,Nakrekal ,Kadaparthy,0,5,0,0,0
TELENGANA,Medak ,Patancheru ,Sultanpur,0,4,3,0,1
TELENGANA,Mahbubnagar ,Talakondapalle ,Padakal,0,1,1,0,1
TELENGANA,Mahbubnagar ,Wanaparthy ,Peddagudem,0,0,0,0,1
TELENGANA,Mahbubnagar ,Jadcherla ,Burgupalle,0,4,0,0,0
TELENGANA,Nalgonda ,Ramannapeta ,B.Thurka Palle,0,2,0,0,0
TELENGANA,Mahbubnagar ,Jadcherla ,Gangapur,2,8,0,0,0
TELENGANA,Nalgonda ,Thipparthi ,Cheruvu Palle,0,1,0,0,0
TELENGANA,Mahbubnagar ,Wanaparthy ,Natchahalli,0,0,0,0,1
TELENGANA,Warangal ,Wardhannapet ,Nandanam,0,0,0,0,8
TELENGANA,Karimnagar ,Kataram ,Damerakunta,0,0,0,0,7
TELENGANA,Rangareddy ,Maheswaram ,Kollapadkal,0,5,0,0,0
TELENGANA,Karimnagar ,Gollapalle ,Ibrahim Nagar,0,0,0,0,1
TELENGANA,Mahbubnagar ,Damaragidda ,Kanukurthy,0,3,0,0,0
TELENGANA,Nalgonda ,Ramannapeta ,Neernemula,0,3,0,0,0
TELENGANA,Mahbubnagar ,Keshampet ,Chintakuntapalle,0,0,0,0,1
TELENGANA,Mahbubnagar ,Jadcherla ,Kodgal,0,1,0,0,0
TELENGANA,Mahbubnagar ,Jadcherla ,Nasrullabad,1,0,0,0,0
TELENGANA,Rangareddy ,Rajendranagar ,Gaganpahad,0,3,0,0,0
TELENGANA,Mahbubnagar ,Tadoor ,Thirumalapur,1,0,0,0,0
TELENGANA,Nalgonda ,Vemulapalle ,Molka Patnam,0,0,1,0,0
TELENGANA,Rangareddy ,Bantwaram ,Nagsanpalle,0,2,0,0,0
TELENGANA,Karimnagar ,Husnabad ,Potlapalle,0,1,0,0,0
TELENGANA,Mahbubnagar ,Kondurg ,Kondurg (E),0,1,0,0,0
TELENGANA,Mahbubnagar ,Peddamandadi ,Chinnamungalachedu,0,6,0,0,0
TELENGANA,Nizamabad ,Mortad ,Yergatla,0,0,0,0,1
TELENGANA,Rangareddy ,Shamirpet ,Lakshimapur,0,8,0,0,0
TELENGANA,Rangareddy ,Rajendranagar ,Puppalguda,0,2,0,0,0
TELENGANA,Rangareddy ,Hayathnagar ,Batasingaram,0,4,0,0,0
TELENGANA,Adilabad ,Mancherial ,Mancherial (M),0,0,0,0,1
TELENGANA,Karimnagar ,Chigurumamidi ,Chigurumamidi,0,40,1,0,0
TELENGANA,Mahbubnagar ,Wanaparthy ,Savaigudem,0,0,0,0,1
TELENGANA,Nalgonda ,Ramannapeta ,Palliwada,0,1,0,0,0
TELENGANA,Mahbubnagar ,Devarkadra ,Goplapurkalan,0,1,0,0,0
TELENGANA,Medak ,Ramayampet ,Damaracheru,0,0,0,5,0
TELENGANA,Mahbubnagar ,Wanaparthy ,Dattaipalle,0,0,0,0,1
TELENGANA,Rangareddy ,Manchal ,Rangapur,0,2,0,0,0
TELENGANA,Medak ,Shankarampet (R) ,Zapthishivnur,0,0,0,11,0
TELENGANA,Adilabad ,Kotapalle ,Nagampet,0,0,0,0,16
TELENGANA,Karimnagar ,Sircilla ,Bonala,0,0,0,0,1
TELENGANA,Adilabad ,Vemanpalle ,Mamda,0,0,0,0,1
TELENGANA,Karimnagar ,Gambhiraopet ,Lingannapet,0,0,0,0,2
TELENGANA,Nalgonda ,Chintha Palle ,Ummapur,0,1,0,0,0
TELENGANA,Rangareddy ,Shamshabad ,Jukal,0,2,0,0,0
TELENGANA,Adilabad ,Boath ,Tewiti,0,1,0,0,0
TELENGANA,Nalgonda ,Gundala ,Teryala,8,0,0,0,0
TELENGANA,Mahbubnagar ,Jadcherla ,Earlapalle,1,1,0,0,0
TELENGANA,Mahbubnagar ,Wanaparthy ,Wanaparthy (M),0,0,0,0,2
TELENGANA,Nalgonda ,Valigonda ,Sunkishala,0,3,0,0,0
TELENGANA,Khammam ,Mudigonda ,Katkur,0,1,0,0,0
TELENGANA,Mahbubnagar ,Amangal ,Kadthal,0,0,0,0,29
TELENGANA,Karimnagar ,Gollapalle ,Bhattubuttamrajapalle,0,0,0,0,1
TELENGANA,Khammam ,Pinapaka ,Pinapaka,0,3,0,0,0
TELENGANA,Nalgonda ,Vemulapalle ,Bheeman Palle,0,2,0,0,0
TELENGANA,Rangareddy ,Manchal ,Cheeded,0,2,0,0,0
TELENGANA,Rangareddy ,Uppal ,UPPAL KALSA(M),0,1,0,0,0
TELENGANA,Karimnagar ,Medipalle ,Mannnegudem,0,0,0,0,2
TELENGANA,Nalgonda ,Valigonda ,Valigonda,0,2,0,0,0
TELENGANA,Warangal ,Ghanpur (Station) ,Thanedarpalle,0,0,0,0,5
TELENGANA,Nalgonda ,Ramannapeta ,Laxma Puram,0,2,0,0,0
TELENGANA,Karimnagar ,Chigurumamidi ,Rekonda,0,4,0,0,0
TELENGANA,Warangal ,Ghanpur (Station) ,Rajawaram,0,4,0,0,0
TELENGANA,Warangal ,Ghanpur (Station) ,Krishnajigudem,0,4,0,0,0
TELENGANA,Rangareddy ,Shankarpalle ,Mokila,0,1,0,0,0
TELENGANA,Nalgonda ,Chandur ,Bangarigadda,1,0,0,0,0
TELENGANA,Rangareddy ,Hayathnagar ,Koheda,0,4,0,0,0
TELENGANA,Karimnagar ,Jammikunta ,Vavilala,0,0,0,0,2
TELENGANA,Rangareddy ,Basheerabad ,Reddighanapur,0,1,0,0,0
TELENGANA,Rangareddy ,Shamirpet ,Majidpur,0,1,0,0,0
TELENGANA,Warangal ,Atmakur ,Katakshapur,0,0,0,0,3
TELENGANA,Mahbubnagar ,Midjil ,Boinpalle,0,0,0,0,6
TELENGANA,Nalgonda ,M.Turkapalle ,Gopal Puram,0,5,0,0,0
TELENGANA,Rangareddy ,Basheerabad ,Gangwar,0,2,0,0,0
TELENGANA,Mahbubnagar ,Talakondapalle ,Makthamadharam,0,0,0,0,4
TELENGANA,Warangal ,Geesugonda ,Gorrekunta (CT),0,0,0,0,3
TELENGANA,Mahbubnagar ,Amangal ,Cherikonda    Pattikal,0,9,0,0,0
TELENGANA,Nizamabad ,Yellareddy ,Yellareddy(CT),0,3,0,0,0
TELENGANA,Mahbubnagar ,Amangal ,Akuthotapalle,2,8,0,0,0
TELENGANA,Mahbubnagar ,Wanaparthy ,Kistagiri,0,0,0,0,1
TELENGANA,Rangareddy ,Kandukur ,Madhapur,0,1,0,0,0
TELENGANA,Nalgonda ,Kodad ,Yerraram,0,0,0,0,1
TELENGANA,Khammam ,Aswaraopeta ,Guntimadugu,0,3,0,0,0
TELENGANA,Mahbubnagar ,Midjil ,Velugommula,0,0,0,0,3
TELENGANA,Warangal ,Wardhannapet ,Panthini,0,0,0,0,11
TELENGANA,Mahbubnagar ,Vangoor ,Konetipur,5,1,0,0,0
TELENGANA,Khammam ,Madhira ,Madupalle,1,0,0,0,0
TELENGANA,Warangal ,Devaruppula ,Manpahad,2,1,0,0,0
TELENGANA,Nalgonda ,Ramannapeta ,Suraram,0,7,0,0,0
TELENGANA,Mahbubnagar ,Midjil ,Chiluveru,0,0,0,0,5
TELENGANA,Khammam ,Mudigonda ,Gangapuram,0,0,0,0,1
TELENGANA,Mahbubnagar ,Bhoothpur ,Tadparthy,0,3,0,0,0
TELENGANA,Karimnagar ,Gollapalle ,Athmakur,0,0,0,0,1
TELENGANA,Nalgonda ,Gundala ,Anantaram,7,0,0,0,4
TELENGANA,Nalgonda ,Valigonda ,Redla Repaka,0,18,0,0,0
TELENGANA,Nalgonda ,Gundala ,Vastha Kondur,2,0,0,0,2
TELENGANA,Adilabad ,Nennal ,Jogapur,0,2,0,0,0
TELENGANA,Nalgonda ,Mothey ,Thummala Palle,0,5,0,0,0
TELENGANA,Mahbubnagar ,Narayanpet ,Jalalpur,0,1,0,0,0
TELENGANA,Nalgonda ,Gundala ,Gangapur,2,0,0,0,0
TELENGANA,Khammam ,Pinapaka ,Singireddipalle,0,2,0,0,0
TELENGANA,Nalgonda ,Chintha Palle ,Vinjamoor,0,10,0,0,0
TELENGANA,Rangareddy ,Medchal ,Bandakunta,0,1,0,0,0
TELENGANA,Medak ,Ramachandrapuram ,Bandlaguda,0,3,0,0,0
TELENGANA,Karimnagar ,Jammikunta ,Dharmaram (P.B)(CT),1,4,0,0,1
TELENGANA,Karimnagar ,Karimnagar ,Asifnagar,1,2,1,0,0
TELENGANA,Mahbubnagar ,Kalwakurthy ,Kurmidda,2,1,0,0,0
TELENGANA,Rangareddy ,Maheswaram ,Sirigiripur,0,2,0,0,0
TELENGANA,Mahbubnagar ,Peddamandadi ,Manigilla,0,4,0,0,0
TELENGANA,Karimnagar ,Kataram ,Veerapoor,0,0,0,0,1
TELENGANA,Nalgonda ,Marriguda ,Marriguda,0,1,0,0,0
TELENGANA,Mahbubnagar ,Keshampet ,Kothapeta,0,0,0,0,4
TELENGANA,Karimnagar ,Kataram ,Prathapagiri,0,0,0,0,1
TELENGANA,Karimnagar ,Kataram ,Dhanwada,0,0,0,0,2
TELENGANA,Mahbubnagar ,Talakondapalle ,Veljala,0,0,0,0,7
TELENGANA,Karimnagar ,Chigurumamidi ,Ramancha,0,7,0,0,0
TELENGANA,Mahbubnagar ,Balanagar ,Vanamavaniguda,0,3,0,0,0
TELENGANA,Nalgonda ,M.Turkapalle ,Tirumalapur,0,7,0,0,0
TELENGANA,Nalgonda ,Thipparthi ,Indugula,0,2,0,0,0
TELENGANA,Adilabad ,Kotapalle ,Arjungutta,0,0,0,0,2
TELENGANA,Rangareddy ,Rajendranagar ,Vattinagulapalle,0,5,0,0,0
TELENGANA,Karimnagar ,Gambhiraopet ,Gambhiraopet,0,0,0,0,4
TELENGANA,Rangareddy ,Chevella ,Gollapalle,0,1,0,0,0
TELENGANA,Rangareddy ,Marpalle ,Patloor,0,1,0,0,0
TELENGANA,Nizamabad ,Mortad ,Thurat,0,0,0,0,1
TELENGANA,Warangal ,Raghunathpalle ,Raghunathpalle,0,0,0,0,2
TELENGANA,Nalgonda ,M.Turkapalle ,Nagai Palle,0,3,0,0,0
TELENGANA,Karimnagar ,Gambhiraopet ,Mallareddipet,0,0,0,0,3
TELENGANA,Nizamabad ,Kammarpalle ,Dammanpet (Ameernagar),0,0,0,0,3
TELENGANA,Rangareddy ,Serilingampally ,Raidurg Paigah,0,1,0,0,0
TELENGANA,Karimnagar ,Sarangapur ,Rekulapalle,0,0,0,0,1
TELENGANA,Mahbubnagar ,Kalwakurthy ,Raghupathipeta,4,0,0,0,0
TELENGANA,Mahbubnagar ,Ieej ,Medikonda,0,1,0,0,0
TELENGANA,Rangareddy ,Serilingampally ,Khanammet,0,2,0,0,0
TELENGANA,Rangareddy ,Ibrahimpatnam ,Dandumailaram,0,8,0,0,0
TELENGANA,Mahbubnagar ,Talakondapalle ,Venkatraopeta,0,0,0,0,2
TELENGANA,Mahbubnagar ,Midjil ,Narsampalle,0,0,0,0,3
TELENGANA,Rangareddy ,Serilingampally ,Kondapur,0,3,0,0,0
TELENGANA,Adilabad ,Boath ,Karathwada,0,0,1,0,0
TELENGANA,Mahbubnagar ,Veldanda ,Koneduvada,0,1,0,0,0
TELENGANA,Karimnagar ,Kamalapur ,Sanigaram,1,0,0,0,0
TELENGANA,Nalgonda ,Narketpalle ,Brahmanvellemla,0,0,0,0,6
TELENGANA,Khammam ,Mudigonda ,Pedamandava,0,0,0,0,1
TELENGANA,Medak ,Chegunta ,Chegunta(CT),1,0,0,0,0
TELENGANA,Karimnagar ,Gollapalle ,Datnur,0,0,0,0,2
TELENGANA,Adilabad ,Kotapalle ,Pinnaram,0,0,0,0,7
TELENGANA,Mahbubnagar ,Telkapalle ,Gouraram,0,0,0,0,4
TELENGANA,Medak ,Patancheru ,Lakdaram,0,9,1,1,0
TELENGANA,Rangareddy ,Manchal ,Chittapur,0,9,0,0,0
TELENGANA,Khammam ,Aswaraopeta ,Aswaraopeta,0,0,3,0,0
TELENGANA,Rangareddy ,Ibrahimpatnam ,Toolekalan,0,4,0,0,0
TELENGANA,Warangal ,Devaruppula ,Kadavendi,13,0,0,0,0
TELENGANA,Mahbubnagar ,Amangal ,Ramanuthula,0,0,0,0,6
TELENGANA,Nalgonda ,Chintha Palle ,Nelvalapalle,0,1,0,0,0
TELENGANA,Rangareddy ,Saroornagar ,Badangpet(CT),0,1,0,0,0
TELENGANA,Mahbubnagar ,Doulathabad ,Matoor,0,1,0,0,0
TELENGANA,Nalgonda ,Yadagirigutta ,Choller,0,1,0,0,0
TELENGANA,Karimnagar ,Gambhiraopet ,Gorantial,0,0,0,0,2
TELENGANA,Khammam ,Pinapaka ,Bayyaram,0,2,0,0,0
TELENGANA,Nizamabad ,Dharpalle ,Lolam,0,0,0,0,4
TELENGANA,Nalgonda ,M.Turkapalle ,Malka Puram,0,3,0,0,0
TELENGANA,Nalgonda ,Suryapet ,Ramavaram,3,0,0,0,0
TELENGANA,Nalgonda ,Suryapet ,Imampet,1,0,0,0,0
TELENGANA,Nalgonda ,Chandur ,Udathala Palle,2,0,0,0,0
TELENGANA,Rangareddy ,Kandukur ,Mucherla,0,18,0,1,0
TELENGANA,Nalgonda ,Thipparthi ,Mamidala,0,6,0,0,1
TELENGANA,Khammam ,Chandrugonda ,Namavaram,0,0,0,0,2
TELENGANA,Mahbubnagar ,Jadcherla ,Pedda Adiryal,1,1,0,0,0
TELENGANA,Mahbubnagar ,Kalwakurthy ,Marchal,12,0,0,0,0
TELENGANA,Mahbubnagar ,Hanwada ,Munimokesham,0,1,0,0,0
TELENGANA,Rangareddy ,Saroornagar ,Kurmalguda,0,2,0,0,0
TELENGANA,Rangareddy ,Kandukur ,Gudoor,0,3,0,0,0
TELENGANA,Nalgonda ,Suryapet ,Ramachandra Puram,2,0,0,0,0
TELENGANA,Karimnagar ,Peddapalle ,Kanagarthi,0,0,0,1,3
TELENGANA,Karimnagar ,Gollapalle ,Thirmalapuram,0,0,0,0,3
TELENGANA,Mahbubnagar ,Makthal ,Anugonda,0,0,0,0,3
TELENGANA,Nalgonda ,Munugode ,Pulipalpula,0,1,0,0,0
TELENGANA,Mahbubnagar ,Keshampet ,Keshampet,0,0,0,0,15
TELENGANA,Warangal ,Duggondi ,Ponakal,0,0,0,0,2
TELENGANA,Rangareddy ,Bantwaram ,Mothkupalle,0,4,0,0,0
TELENGANA,Karimnagar ,Medipalle ,Voddedu,0,0,0,0,1
TELENGANA,Rangareddy ,Basheerabad ,Gotiga Khurd,0,1,0,0,0
TELENGANA,Rangareddy ,Medchal ,Atevelle,0,2,0,0,0
TELENGANA,Rangareddy ,Hayathnagar ,Tharamathipet,0,9,0,0,0
TELENGANA,Karimnagar ,Kodimial ,Ramsagar,0,0,0,0,1
TELENGANA,Medak ,Ramayampet ,Katrial,0,0,0,1,0
TELENGANA,Adilabad ,Boath ,Gollapur,0,1,0,0,0
TELENGANA,Warangal ,Atmakur ,Pasargonda,0,0,0,0,2
TELENGANA,Nizamabad ,Navipet ,Nagepur,0,2,0,0,0
TELENGANA,Mahbubnagar ,Vangoor ,Venkatapur (Patti Goda,1,0,0,0,0
TELENGANA,Rangareddy ,Balanagar ,HASHMATHPET,0,1,0,0,0
TELENGANA,Mahbubnagar ,Narayanpet ,Kollampalle,0,4,0,0,0
TELENGANA,Khammam ,Thirumalayapalem ,Beerolu,0,0,1,0,0
TELENGANA,Mahbubnagar ,Hanwada ,Kothapeta,0,3,0,0,0
TELENGANA,Mahbubnagar ,Amangal ,Polepalle,0,0,0,0,5
TELENGANA,Nalgonda ,Penpahad ,Cheedella,0,0,0,0,6
TELENGANA,Medak ,Ramayampet ,Narlapur,0,0,0,12,0
TELENGANA,Mahbubnagar ,Doulathabad ,Gokafasalwad,0,1,0,0,0
TELENGANA,Mahbubnagar ,Kalwakurthy ,Panjugul,11,0,0,0,0
TELENGANA,Mahbubnagar ,Gopalpeta ,Buddharam,0,1,0,0,1
TELENGANA,Karimnagar ,Gambhiraopet ,Mucherla,0,0,0,0,6
TELENGANA,Rangareddy ,Medchal ,Kaziguda,0,1,0,0,0
TELENGANA,Rangareddy ,Rajendranagar ,Kismatpur(CT),0,1,0,0,0
TELENGANA,Mahbubnagar ,Bhoothpur ,Annasagar,0,4,0,0,0
TELENGANA,Nalgonda ,Gundala ,Seetarampur,4,0,0,1,0
TELENGANA,Mahbubnagar ,Peddamandadi ,Alwal,0,1,0,0,0
TELENGANA,Mahbubnagar ,Talakondapalle ,Cheepunuthala,0,1,0,0,2
TELENGANA,Rangareddy ,Basheerabad ,Kamsanpalle Buzurg,0,1,0,0,0
TELENGANA,Khammam ,Palwancha ,Danthelabora,0,0,0,0,1
TELENGANA,Karimnagar ,Choppadandi ,Choppadandi,0,0,2,0,0
TELENGANA,Rangareddy ,Maheswaram ,Akanpalle,0,2,0,0,0
TELENGANA,Mahbubnagar ,Peddamandadi ,Maddigatla,0,1,0,0,0
TELENGANA,Nalgonda ,Chandur ,Pullemla,1,0,0,0,0
TELENGANA,Mahbubnagar ,Amangal ,Mudwin,0,0,0,0,9
TELENGANA,Warangal ,Sangam ,Mummadivaram,0,0,0,0,1
TELENGANA,Nalgonda ,Ramannapeta ,Janam Palle,0,5,0,0,0
TELENGANA,Warangal ,Geesugonda ,Bodduchintalapalle,0,0,0,0,3
TELENGANA,Nizamabad ,Mortad ,Gumeriyal,0,0,0,0,2
TELENGANA,Mahbubnagar ,Amangal ,Vithaipalle,0,0,0,0,5
TELENGANA,Rangareddy ,Maheswaram ,Kongar Khurd (A),0,2,0,0,0
TELENGANA,Mahbubnagar ,Vangoor ,Thimmaipalle,1,2,0,0,0
TELENGANA,Mahbubnagar ,Damaragidda ,Narsapur,0,1,0,0,0
TELENGANA,Nizamabad ,Kamareddy ,Gudem,0,0,0,0,1
TELENGANA,Karimnagar ,Kodimial ,Nallagonda,0,0,0,0,1
TELENGANA,Nalgonda ,Kodad ,Kodad(CT),0,0,0,0,1
TELENGANA,Rangareddy ,Medchal ,Maisireddipalle,0,4,0,0,0
TELENGANA,Rangareddy ,Hayathnagar ,Bacharam,0,3,0,0,0
TELENGANA,Karimnagar ,Saidapur ,Ghanpur,0,0,0,0,1
TELENGANA,Mahbubnagar ,Makthal ,Madhawar,0,0,0,0,1
TELENGANA,Rangareddy ,Kandukur ,Pulumamidi,0,8,0,0,0
TELENGANA,Warangal ,Bachannapet ,Chinnaramancherla,0,0,0,0,6
TELENGANA,Nalgonda ,Kodad ,Kapugal,0,0,0,0,1
TELENGANA,Mahbubnagar ,Wanaparthy ,Ankoor,0,0,0,0,1
TELENGANA,Mahbubnagar ,Balanagar ,Appajipalle,1,0,0,0,0
